,Title,Auction Type,Artist Name #1,Artist Name #2,Instagram Page,Instagram Page 2,Instagram Followers,Instagram Followers 2,Avg Likes,Avg Likes2,Spotify Monthly Listeners #1,Spotify Page #2,Spotify Monthly Listeners #2,SoundCloud Page,SoundCloud Followers,SoundCloud Page #2,SoundCloud Followers #2,YouTube Page,YouTube Subscribers,YouTube Total Views,Price,12 Month Royalties,,
711,Certified Gold Song “2AM.” by Adrian Marcel,Music,Adrian Marcel,,adrianmarcel,,107635,nan,1128,nan,,,,Adrian Marcel,25347,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,13750,3818,,
712,First Royalties for Chris Brown's “Wrist”,Music,Chris Brown,,chrisbrownofficial,,85826653,nan,167764,nan,,,,Chris Brown,6278182,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,17750,20414,,
713,2400+ Gospel Songs with Growing Royalties,Music,,,,,,nan,nan,nan,,,,,938,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,200000,4968,,
714,Award-Winning Congolese Christian Pop,Music,Makoma,,,,,nan,nan,nan,,,,Makoma,39,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,21000,11758,,
715,"""Dora the Explorer"" and ""Dora and Friends”",TV Shows,,,,,,nan,nan,nan,,,,,938,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,13200,23761,,
716,Copyrights for Ambient and Electronic Music,Music,,,,,,nan,nan,nan,,,,,938,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,21500,104338,,
717,Music Used Worldwide on Popular TV Shows,TV Shows,,,,,,nan,nan,nan,,,,,938,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,50000,16684,,
718,Sales and Licensing of Iconic Celebrity Photos,Photographs,,,,,,nan,nan,nan,,,,,938,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,76000,8078,,
719,Comedy Films - Dumb and Dumber and More,Music,,,,,,nan,nan,nan,,,,,938,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,122500,7454,,
720,Smooth Jazz Publishing from Beowulf Music,Music,,,,,,nan,nan,nan,,,,,938,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,39500,76228,,
721,Eurythmics Bee Gees Judas Priest and More,Music,Eurythmics,Bees Gees,eurythmicsmusic,beegees,53188,214964,2771,10882,,,,Eurythmics,3874,,,https://www.youtube.com/user/beegeestv,,2317755424,175000,17493,,
722,Songs from TV Show “Dora and Friends”,Catalogue,N/A,,,,,nan,nan,nan,,,,,938,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,9300,13404,,
723,Top New-Age Artist Bruce Becvar,Music,Bruce Becvar,,,,,nan,nan,nan,,,,Bruce Becvar,9,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,22500,32854,,
724,Music Used Worldwide in TV and Commercials,Catalogue,N/A,,,,,nan,nan,nan,,,,,938,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,206000,15500,,
725,TV Placements + Album Live Love and Lies,Catalogue,N/A,,,,,nan,nan,nan,,,,,938,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,4050,21628,,
726,"""You and I""",Music,Eddie Rabbitt,Crystal Gayle,,thecrystalgayle,,19714,nan,644,,,,Eddie Rabbitt,90,Crystal Gayle,116,https://www.youtube.com/channel/UC7f5gKyhzSDGzm6UhkE7wNw,,5507101,110000,4224,,
727,Lil Lody,Music,Young Jeezy,Lil Wayne,jeezy,liltunechi,4826852,13523883,78483,188817,,,,Young Jeezy,101489,Lil Wayne,424100,https://www.youtube.com/user/YMWayneCarter,,4556754344,17500,1595,,
728,Regie Hamm,Music,Regie Hamm,,regie.hamm,,216,nan,9,nan,,,,Regie Hamm,41,,938,https://www.youtube.com/user/5o5aization,,56400,28500,6705,,
729,Tommy Coster,Music,Tommy Coster,,tommycostermusic,,2007,nan,51,nan,,,,Tommy Coster,15,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,80000,19612,,
730,Jared Gosselin,Music,Jared Gosselin,,jaredleegosselin,,13352,nan,55,nan,,,,Jared Gosselin,594,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,10000,2515,,
731,Camp Springs II Wind Farm,Investment energy,,,,,,nan,nan,nan,,,,,938,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,123000,20080,,
732,Mark Alan Springer,Music,Mark Alan Springer,,,,,nan,nan,nan,,,,Mark Alan Springer,3,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,23000,9414,,
733,KoolMoeDee,Music,Kool Moe Dee,,,,,nan,nan,nan,,,,Kool Moe Dee,397,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,41000,42435,,
734,Bobby Pinson,Music,Bobby Pinson,,therealbobbypinson,,1775,nan,166,nan,,,,Bobby Pinson,12,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,110000,4910,,
735,BFM Digital,Music,BFM Digital,,,,,nan,nan,nan,,,,BFM Digital,7,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,515000,7192,,
736,Stewart Harris,Music,Stewart Harris,,,,,nan,nan,nan,,,,Stewart Harris,13,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,59000,3357,,
737,Angie Stone,Music,Angie Stone,,theangiestone,,29022,nan,1175,nan,,,,Angie Stone,1401,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,25000,8880,,
738,Keri Lewis,Music,Keri Lewis,,_keri_lewis_,,5987,nan,717,nan,,,,Keri Lewis,16,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,16400,34644,,
739,N'Vision Entertainment,Soundtracks,,,,,,nan,nan,nan,,,,,938,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,4400,38367,,
740,Bruce Waynne,Music,Bruce Waynne,,thebrucewaynne,,5454,nan,32,nan,,,,Bruce Waynne,4,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,72500,7640,,
741,Songwriter Wayne Perry,Music,Wayne Perry,,,,,nan,nan,nan,,,,Wayne Perry,6356,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,61500,10801,,
742,Brady Ellis,Music,Brady Elis,,,,,nan,nan,nan,,,,,,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,115000,24038,,
743,Martin Blasick,Music,Martin Blasick,,martinblasick,,635,nan,40,nan,,,,Martin Blasick,31,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,44000,5752,,
744,Armen Chakmakian,Music,Armen Chakmakian,,,,,nan,nan,nan,,,,Armen Chakmakian,281,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,90000,5028,,
745,James &quot,Pastor Buff&quot,,,,,,nan,nan,nan,,,,,938,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892, Hanford II,Music,,4374
746,Will Hammond Catalog,Music,Will Hammond,,,,,nan,nan,nan,,,,Will Hammond,12,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,9750,3817,,
747,Kipper Jones Collection,Music,Kipper Jones,,,,,nan,nan,nan,,,,Kipper Jones,310,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,24000,4925,,
748,MidAmerican Energy,IDFK,,,,,,nan,nan,nan,,,,,938,,938,https://www.youtube.com/channel/UCET76gyUcB7PS55jMbOppXw,,13892,200000,3402,,
